Title,Keywords,APIName,Description,Namespace,Guid,Type
IsValidObject,SymbolGeometryId.IsValidObject property,P:Autodesk.Revit.DB.SymbolGeometryId.IsValidObject,Specifies whether the .NET object represents a valid Revit entity.,Autodesk.Revit.DB,4ca77878-a891-17ec-c869-e5e2e6de7453,property
RebarPropagation,"RebarPropagation class, methods",Methods.T:Autodesk.Revit.DB.Structure.RebarPropagation,,Autodesk.Revit.DB.Structure,4cb3a78e-f9e0-e16a-2be8-2265dcfbdf7b,methods
RbsAreaBasedLoadType,ParameterTypeId.RbsAreaBasedLoadType property,P:Autodesk.Revit.DB.ParameterTypeId.RbsAreaBasedLoadType,"""Area Based Load Type""",Autodesk.Revit.DB,4cebc92f-89af-c890-77f2-3bcc7ea2a046,property
GetReferences,Selection.GetReferences method,M:Autodesk.Revit.UI.Selection.Selection.GetReferences,Returns the references that are currently selected.,Autodesk.Revit.UI.Selection,4d55d8e8-20fd-e19f-060b-0f5a439f71f5,method
Parameter,AreaBasedLoadType.Parameter property,Overload:Autodesk.Revit.DB.Electrical.AreaBasedLoadType.Parameter,,Autodesk.Revit.DB.Electrical,4d59936e-ab78-df80-f1ee-18be8b58e125,property
ViewSolarstudyMultidayFrameText,ParameterTypeId.ViewSolarstudyMultidayFrameText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyMultidayFrameText,"""Multi-day frame text""",Autodesk.Revit.DB,4db81e2c-72df-3f01-3376-cc11f8f682b8,property
ZoneElementDomainData,Autodesk.Revit.DB.Mechanical.ZoneElementDomainData class,AllMembers.T:Autodesk.Revit.DB.Mechanical.ZoneElementDomainData,,Autodesk.Revit.DB.Mechanical,4dd1de6c-7bdf-acf0-e6fb-820bd9e66b5d,class
IsCurveLoopValid,AnalyticalSurfaceBase.IsCurveLoopValid method,M:Autodesk.Revit.DB.Structure.AnalyticalSurfaceBase.IsCurveLoopValid(Autodesk.Revit.DB.CurveLoop),Checks if curve loop is valid for Analytical Panel.,Autodesk.Revit.DB.Structure,4ddc5605-f34f-9c11-bce6-181de75031c8,method
IfcExportElementAs,ParameterTypeId.IfcExportElementAs property,P:Autodesk.Revit.DB.ParameterTypeId.IfcExportElementAs,"""Export to IFC As""",Autodesk.Revit.DB,4efc774c-da01-2707-df68-ad012956048d,property
CanExportWallGeometryAsExtrusion,ExporterIFCUtils.CanExportWallGeometryAsExtrusion method,"M:Autodesk.Revit.DB.IFC.ExporterIFCUtils.CanExportWallGeometryAsExtrusion(Autodesk.Revit.DB.Element,Autodesk.Revit.DB.IFC.IFCRange,Autodesk.Revit.DB.Curve)",Identifies if the base geometry of the wall can be represented as an extrusion.,Autodesk.Revit.DB.IFC,4f4851f4-1675-476c-0061-f9299b3b00cf,method
BuiltInFailures.ViewSheetFailures,"BuiltInFailures.ViewSheetFailures class, properties",Properties.T:Autodesk.Revit.DB.BuiltInFailures.ViewSheetFailures,,Autodesk.Revit.DB,4f5dcf4a-10e7-b5ae-dd5f-87237838ae5a,properties
AnalyticalMember,"AnalyticalMember class, properties",Properties.T:Autodesk.Revit.DB.Structure.AnalyticalMember,,Autodesk.Revit.DB.Structure,4fa1b559-e38b-031c-44ef-c98d9c05f62e,properties
IsSplit,ViewSchedule.IsSplit method,M:Autodesk.Revit.DB.ViewSchedule.IsSplit,Checks if the schedule is split.,Autodesk.Revit.DB,4fa2bd4a-2e6a-d4ac-eaac-0d06eec33f05,method
ZoneElementDomainData,"ZoneElementDomainData class, about ZoneElementDomainData class",T:Autodesk.Revit.DB.Mechanical.ZoneElementDomainData,A base class for specific domain requirements for a zone.,Autodesk.Revit.DB.Mechanical,4fd427fa-088d-0fd9-4046-2f8f82f8b1e2,class
ExternalDataInstanceAddingIntoDocumentEventArgs,"ExternalDataInstanceAddingIntoDocumentEventArgs class, methods",Methods.T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddingIntoDocumentEventArgs,,Autodesk.Revit.DB.Events,509d2b0b-10aa-c61b-02df-871a4ff25d0b,methods
AddValueOfType,IFCAggregate.AddValueOfType method,M:Autodesk.Revit.DB.IFC.IFCAggregate.AddValueOfType(System.String),Adds an ifc object with primitive type of aggregate's item type to the aggregate.,Autodesk.Revit.DB.IFC,50bd722c-6ab0-888c-7059-7b999d6b9e28,method
MepLowerTopElevationIncludeInsulation,ParameterTypeId.MepLowerTopElevationIncludeInsulation property,P:Autodesk.Revit.DB.ParameterTypeId.MepLowerTopElevationIncludeInsulation,"""Lower End Top of Insulation Elevation""",Autodesk.Revit.DB,517887f4-ca38-bf7f-7eb2-e343b4d3b388,property
MepPipeUpperObvertElevation,ParameterTypeId.MepPipeUpperObvertElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepPipeUpperObvertElevation,"""Upper End Obvert Elevation""",Autodesk.Revit.DB,51c406c9-e961-d6c6-4eb8-850383279dbd,property
AnalyticalPanel,Autodesk.Revit.DB.Structure.AnalyticalPanel class,AllMembers.T:Autodesk.Revit.DB.Structure.AnalyticalPanel,,Autodesk.Revit.DB.Structure,52825e43-5e98-d848-b6dc-32cce704c4fa,class
AreaBasedLoadBoundaryLineData,"AreaBasedLoadBoundaryLineData class, about AreaBasedLoadBoundaryLineData class",T:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData,Wrapper class used to access area based load boundary line related data.,Autodesk.Revit.DB.Electrical,52959c6a-9d31-222c-3133-e373047095a9,class
ViewSolarstudyShadowsIntensityText,ParameterTypeId.ViewSolarstudyShadowsIntensityText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyShadowsIntensityText,"""Shadows intensity text""",Autodesk.Revit.DB,52a24fff-b5bd-67fb-3857-7acd468931fe,property
FabricationPartExcludedPartWarning,BuiltInFailures.MEPFabricationFailures.FabricationPartExcludedPartWarning property,P:Autodesk.Revit.DB.BuiltInFailures.MEPFabricationFailures.FabricationPartExcludedPartWarning,There were fabrication parts needed to the make the connection that were excluded from the fabrication service causing the connection to fail. You may try to inlcude these fitting(s) and try again.,Autodesk.Revit.DB,536ef769-18fb-9bc0-6731-69dd93904e61,property
SetMemberForces,,M:Autodesk.Revit.DB.Structure.AnalyticalMember.SetMemberForces(Autodesk.Revit.DB.Structure.MemberForces),Sets Member Forces to Analytical Member.,Autodesk.Revit.DB.Structure,53ccade9-6946-8c77-0e94-64b14e19104a,
OBJExportOptions,Autodesk.Revit.DB.OBJExportOptions class,AllMembers.T:Autodesk.Revit.DB.OBJExportOptions,,Autodesk.Revit.DB,53cee7f8-4755-d42b-81cc-93a91a18d00d,class
LinearFramingLength,ParameterTypeId.LinearFramingLength property,P:Autodesk.Revit.DB.ParameterTypeId.LinearFramingLength,"""Length""",Autodesk.Revit.DB,53e40572-3f11-79b5-70a1-2cd0c844c091,property
TrueLoad,AnalyticalEquipmentLoadData.TrueLoad property,P:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData.TrueLoad,The electrical true load of analytical equipment load.,Autodesk.Revit.DB.Electrical,548dbcbb-4914-a9ec-b518-0934b89e0d52,property
SheetOrganizationId,InSessionViewSheetSet.SheetOrganizationId property,P:Autodesk.Revit.DB.InSessionViewSheetSet.SheetOrganizationId,to the for sheets.,Autodesk.Revit.DB,54e9ea27-21d1-5fd7-114b-25b3b6854cfe,property
CurrentRating,AnalyticalBusData.CurrentRating property,P:Autodesk.Revit.DB.Electrical.AnalyticalBusData.CurrentRating,The current rating value of the analytical bus.,Autodesk.Revit.DB.Electrical,55d21f5a-38a6-5962-74d0-5503be2845aa,property
ElectricalAnalyticalNode,"ElectricalAnalyticalNode class, about ElectricalAnalyticalNode class",T:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode,Represents an electrical analytical node under the Analytical Power Distribution in the System Browser.,Autodesk.Revit.DB.Electrical,562d1f7d-c9df-bee5-4659-4f8607ee4333,class
Voltage,AnalyticalBusData.Voltage property,P:Autodesk.Revit.DB.Electrical.AnalyticalBusData.Voltage,The voltage value of the analytical bus.,Autodesk.Revit.DB.Electrical,563253e4-637d-ef44-3461-1fa3d53ee217,property
IsSurfaceToleranceSet,OBJExportOptions.IsSurfaceToleranceSet method,M:Autodesk.Revit.DB.OBJExportOptions.IsSurfaceToleranceSet,Checks whether the SurfaceTolerance tessellation parameter is explicitly set.,Autodesk.Revit.DB,566566a9-1846-e1e3-8347-085f45023c6f,method
IsSTLImportLinkAvailable,OptionalFunctionalityUtils.IsSTLImportLinkAvailable method,M:Autodesk.Revit.DB.OptionalFunctionalityUtils.IsSTLImportLinkAvailable,Checks whether the STL Import/Link functionality is available in the installed Revit.,Autodesk.Revit.DB,5696f417-fc6c-2dc1-d5eb-d962844210bf,method
TagElevationBase,ParameterTypeId.TagElevationBase property,P:Autodesk.Revit.DB.ParameterTypeId.TagElevationBase,"""Elevation Base""",Autodesk.Revit.DB,56bca9c1-4d10-ca27-5c81-00fe2eb02753,property
AnalyzeAs,AnalyticalElement.AnalyzeAs property,P:Autodesk.Revit.DB.Structure.AnalyticalElement.AnalyzeAs,This represents the Analyze As parameter assigned to Analytical Element.,Autodesk.Revit.DB.Structure,571db5af-db0b-c5a0-afc0-746c80cf9721,property
GetMemberForces,AnalyticalMember.GetMemberForces method,M:Autodesk.Revit.DB.Structure.AnalyticalMember.GetMemberForces,Gets the member forces associated with this Analytical Member.,Autodesk.Revit.DB.Structure,5769b806-a243-f49d-b0d9-c0f793363cbf,method
AnalyticalMember,"AnalyticalMember class, about AnalyticalMember class",T:Autodesk.Revit.DB.Structure.AnalyticalMember,Represents a linear element in the structural analytical model.,Autodesk.Revit.DB.Structure,57c87ac5-a82e-5c7e-2f06-6dbf1f697566,class
STLImportOptions,,M:Autodesk.Revit.DB.STLImportOptions.#ctor(Autodesk.Revit.DB.STLImportOptions),Constructs a new instance of STLImportOptions as a copy of the import options.,Autodesk.Revit.DB,57e0b960-da32-24c9-a1bb-d86ec5ba2177,
ExternalDataInstanceAddingIntoDocumentEventArgs,Autodesk.Revit.DB.Events.ExternalDataInstanceAddingIntoDocumentEventArgs class,AllMembers.T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddingIntoDocumentEventArgs,,Autodesk.Revit.DB.Events,57ecc6c8-8881-bfa1-e5a5-93855b3da051,class
ViewSolarstudyStillDateText,ParameterTypeId.ViewSolarstudyStillDateText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyStillDateText,"""Still date text""",Autodesk.Revit.DB,582f8143-097d-ab09-5b76-fc39fc659adc,property
ProjectBrowserOptions,"ProjectBrowserOptions class, properties",Properties.T:Autodesk.Revit.UI.ProjectBrowserOptions,,Autodesk.Revit.UI,5841fce9-4bd7-4a73-428a-d6d1a63cf26d,properties
CreateNotBeginsWithRule,ParameterFilterRuleFactory.CreateNotBeginsWithRule method,Overload:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateNotBeginsWithRule,,Autodesk.Revit.DB,587f4685-1af4-c888-32ef-b8a1be402297,method
TypeId,ExternalDataInstanceRemovingFromDocumentEventArgs.TypeId property,P:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovingFromDocumentEventArgs.TypeId,The type id of the external data instance id being removed from Revit document.,Autodesk.Revit.DB.Events,58b38c79-648d-782f-e077-ea11e6907d95,property
GetScheduleInstances,ViewSchedule.GetScheduleInstances method,M:Autodesk.Revit.DB.ViewSchedule.GetScheduleInstances(System.Int32),Gets the instances ids of schedule or schedule segment.,Autodesk.Revit.DB,58b62eb9-893a-56d3-f689-c7837a50ab02,method
CurrentRating,AnalyticalTransferSwitchData.CurrentRating property,P:Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData.CurrentRating,The current rating value of the electrical analytical transfer switch.,Autodesk.Revit.DB.Electrical,590a650c-bcc2-004f-485f-f609e6d8187c,property
ViewSolarstudyMultidayPresetIndex,ParameterTypeId.ViewSolarstudyMultidayPresetIndex property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyMultidayPresetIndex,"""Multi-day presets combo""",Autodesk.Revit.DB,5926c93c-cb25-fe45-570e-62af68ae21b5,property
GetAssociatedElementId,AnalyticalToPhysicalAssociationManager.GetAssociatedElementId method,M:Autodesk.Revit.DB.Structure.AnalyticalToPhysicalAssociationManager.GetAssociatedElementId(Autodesk.Revit.DB.ElementId),Returns id of the element which is in association with the element with the given ElementId.,Autodesk.Revit.DB.Structure,59274411-94e7-633b-2d9e-8989a903cc48,method
GetModelToProjectionTransforms,View.GetModelToProjectionTransforms method,M:Autodesk.Revit.DB.View.GetModelToProjectionTransforms,Gets the transforms from the model space to the view projection space.,Autodesk.Revit.DB,593acdf3-9c82-d12a-4fc3-f15a636fd3d9,method
AnalyticalTransferSwitchData,Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData class,AllMembers.T:Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData,,Autodesk.Revit.DB.Electrical,59941000-b537-7d33-86fb-20551dbe9d3c,class
InvalidApparentPowerDensity,BuiltInFailures.ElectricalFailures.InvalidApparentPowerDensity property,P:Autodesk.Revit.DB.BuiltInFailures.ElectricalFailures.InvalidApparentPowerDensity,The Apparent Power Density is invalid. Edit the Power Density and/or Power Factor to recalculate the Apparent Power Density.,Autodesk.Revit.DB,5997daf3-d704-ffeb-da55-4ed2b863b56b,property
AnalyticalSurfaceBase,Autodesk.Revit.DB.Structure.AnalyticalSurfaceBase class,AllMembers.T:Autodesk.Revit.DB.Structure.AnalyticalSurfaceBase,,Autodesk.Revit.DB.Structure,599ae1ec-0d4b-f61b-1a17-43440a90b671,class
ViewOnASheetCannotBeUncropped3DPerspectiveView,BuiltInFailures.ViewSheetFailures.ViewOnASheetCannotBeUncropped3DPerspectiveView property,P:Autodesk.Revit.DB.BuiltInFailures.ViewSheetFailures.ViewOnASheetCannotBeUncropped3DPerspectiveView,Sheets do not support uncropped perspective views.,Autodesk.Revit.DB,59dd835d-d85b-8024-735e-9832e3506a40,property
HasCircuitsWithoutElectricalLoadAreas,ElectricalLoadAreaData.HasCircuitsWithoutElectricalLoadAreas method,"M:Autodesk.Revit.DB.Electrical.ElectricalLoadAreaData.HasCircuitsWithoutElectricalLoadAreas(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId,Autodesk.Revit.DB.ElementId)",Checks whether there are any empty plan circuits in which there are no electrical load areas.,Autodesk.Revit.DB.Electrical,5a435471-42b2-880e-e189-9baba8b18b21,method
ViewSolarstudySingledayPresetIndex,ParameterTypeId.ViewSolarstudySingledayPresetIndex property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudySingledayPresetIndex,"""Single day presets combo""",Autodesk.Revit.DB,5b0d01ea-5be3-ef0e-2062-dd979a4e6e2a,property
InstanceProfileNotMatchWithHostError,BuiltInFailures.MEPSupportFailures.InstanceProfileNotMatchWithHostError property,P:Autodesk.Revit.DB.BuiltInFailures.MEPSupportFailures.InstanceProfileNotMatchWithHostError,The [Symbol]'s profile does not match the host. Instances of [Symbol] will be deleted.,Autodesk.Revit.DB,5b40d8de-ea17-5bbd-6abd-80d7df3cfeb9,property
SpatialElementDomainData,"SpatialElementDomainData class, properties",Properties.T:Autodesk.Revit.DB.SpatialElementDomainData,,Autodesk.Revit.DB,5be47195-fb78-5dd2-e976-f3764a1aafa2,properties
Fy,ReleaseConditions.Fy property,P:Autodesk.Revit.DB.Structure.ReleaseConditions.Fy,Gets or Sets the Fy of the release type.,Autodesk.Revit.DB.Structure,5c1c2ef6-f1e5-3e37-ab49-dce1d2502f0c,property
Current,AnalyticalEquipmentLoadData.Current property,P:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData.Current,The current of the analytical equipment load.,Autodesk.Revit.DB.Electrical,5c1cb742-5936-bba2-85df-dfa09bbcd372,property
MergeElbows,IndependentTag.MergeElbows property,P:Autodesk.Revit.DB.IndependentTag.MergeElbows,"Identifies if the leaders' elbows are merged or not. If they are are merged, all elbows are in the same point and they move together.",Autodesk.Revit.DB,5c5ad800-7512-be12-dc1a-ebcda5513622,property
ExternalDataInstanceRemovingFromDocumentEventArgs,"ExternalDataInstanceRemovingFromDocumentEventArgs class, about ExternalDataInstanceRemovingFromDocumentEventArgs class",T:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovingFromDocumentEventArgs,The event arguments used by the ExternalDataInstanceRemovingFrom event.,Autodesk.Revit.DB.Events,5c7c33a6-8c2b-05e2-7088-3199f1a26e34,class
AnalyticalDistributionNodePropertyData,"AnalyticalDistributionNodePropertyData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AnalyticalDistributionNodePropertyData,,Autodesk.Revit.DB.Electrical,5ccb711c-d64d-3c61-16f7-0fd5d60d620e,methods
IsGridAspectRatioSet,OBJExportOptions.IsGridAspectRatioSet method,M:Autodesk.Revit.DB.OBJExportOptions.IsGridAspectRatioSet,Checks whether the GridAspectRatio tessellation parameter is explicitly set.,Autodesk.Revit.DB,5d2857ac-200f-30c9-278c-65184fa75ca9,method
Split,ViewSchedule.Split method,Overload:Autodesk.Revit.DB.ViewSchedule.Split,,Autodesk.Revit.DB,5d8197cc-86c5-5f08-f0e1-d5c996e97795,method
IIFCEntityTreeUIServer,"IIFCEntityTreeUIServer interface, methods",Methods.T:Autodesk.Revit.UI.IIFCEntityTreeUIServer,,Autodesk.Revit.UI,5db1d00e-a104-30e0-009f-8c159782a86e,methods
OBJImportOptions,"OBJImportOptions class, methods",Methods.T:Autodesk.Revit.DB.OBJImportOptions,,Autodesk.Revit.DB,5dfc079c-a587-3c87-3fce-8c004d991ee6,methods
SectionTypeId,AnalyticalMember.SectionTypeId property,P:Autodesk.Revit.DB.Structure.AnalyticalMember.SectionTypeId,The id of the type from the structural Family assigned to the Analytical Member.,Autodesk.Revit.DB.Structure,5e8a8f22-82e6-1a60-2ca1-bea0ea6a86a1,property
Mz,ReleaseConditions.Mz property,P:Autodesk.Revit.DB.Structure.ReleaseConditions.Mz,Gets or Sets the Mz of the release type.,Autodesk.Revit.DB.Structure,5ee85031-ac79-4348-ac88-1ec01b66df14,property
GetBoundary,TransformWithBoundary.GetBoundary method,M:Autodesk.Revit.DB.TransformWithBoundary.GetBoundary,Returns the boundary for the model space to view projection space transform.,Autodesk.Revit.DB,5f38a440-a539-f5b0-2b48-1aefb8bf03a4,method
FabricationPrimarySize,ParameterTypeId.FabricationPrimarySize property,P:Autodesk.Revit.DB.ParameterTypeId.FabricationPrimarySize,"""Size of Primary End""",Autodesk.Revit.DB,5fa8c5d5-df7d-d775-dcc8-1d47c12e56d9,property
ViewSolarstudyLightingAzimuthValue,ParameterTypeId.ViewSolarstudyLightingAzimuthValue property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyLightingAzimuthValue,"""Lighting azimuth""",Autodesk.Revit.DB,5fc4c592-0199-680f-8a21-0b57cce5f083,property
GetDownstreamNodeIds,ElectricalAnalyticalNode.GetDownstreamNodeIds method,M:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.GetDownstreamNodeIds,Gets the downstream node ids.,Autodesk.Revit.DB.Electrical,5ff642a5-6bb9-fc6f-6b1a-52f337a9be5d,method
AreaBasedLoadBoundaryLineData,"AreaBasedLoadBoundaryLineData class, properties",Properties.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData,,Autodesk.Revit.DB.Electrical,5ffebd48-8426-4509-76f6-b7dfa10964b8,properties
AnalyticalTransferSwitchData,"AnalyticalTransferSwitchData class, about AnalyticalTransferSwitchData class",T:Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData,Represents the data and parameters of electrical analytical transfer switch.,Autodesk.Revit.DB.Electrical,6029f894-5a16-522b-8759-57b4e3475952,class
SetDefaultLengthUnit,BaseImportOptions.SetDefaultLengthUnit method,M:Autodesk.Revit.DB.BaseImportOptions.SetDefaultLengthUnit(Autodesk.Revit.DB.ForgeTypeId),Set the default length unit used for importing unitless files.,Autodesk.Revit.DB,618deae5-14bc-98b2-f67d-3db45503c7a3,method
ViewSolarstudyIsStillimageStudyType,ParameterTypeId.ViewSolarstudyIsStillimageStudyType property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyIsStillimageStudyType,"""Still image study""",Autodesk.Revit.DB,61f81129-4dd8-2111-1432-abbc7be21375,property
Dispose,SymbolGeometryId.Dispose method,M:Autodesk.Revit.DB.SymbolGeometryId.Dispose,Releases all resources used by the,Autodesk.Revit.DB,62489efe-a398-9d2c-3fc3-3d3dbe65fff5,method
DeleteWorksetSettings,"DeleteWorksetSettings class, properties",Properties.T:Autodesk.Revit.DB.DeleteWorksetSettings,,Autodesk.Revit.DB,62c137ea-f6b9-b058-97b3-15f9e8c7d78c,properties
VAPerFtSup2,SymbolTypeId.VAPerFtSup2 property,P:Autodesk.Revit.DB.SymbolTypeId.VAPerFtSup2,"Symbol VA/ftÂ², indicating unit Volt amperes per square foot.",Autodesk.Revit.DB,632c2d2e-a6d8-dd74-063a-d03940dc12d7,property
Dispose,AreaBasedLoadBoundaryLineData.Dispose method,M:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData.Dispose,Releases all resources used by the,Autodesk.Revit.DB.Electrical,63769f47-3fb9-cabb-d62a-46e56bf9dd43,method
AnalyticalNodeData,Autodesk.Revit.DB.Structure.AnalyticalNodeData class,AllMembers.T:Autodesk.Revit.DB.Structure.AnalyticalNodeData,,Autodesk.Revit.DB.Structure,63b79535-a76a-a687-1dd5-6556da068369,class
CreateNotContainsRule,,"M:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateNotContainsRule(Autodesk.Revit.DB.ElementId,System.String)",Creates a filter rule that determines whether strings from the document do not contain a certain string value.,Autodesk.Revit.DB,64869b9b-b67c-ed4e-8c5c-b204c936190c,
RbsElecAnalyticalLoadSetOnDuty,ParameterTypeId.RbsElecAnalyticalLoadSetOnDuty property,P:Autodesk.Revit.DB.ParameterTypeId.RbsElecAnalyticalLoadSetOnDuty,"""Quantity of Prime""",Autodesk.Revit.DB,64f3eb4f-19e7-91c1-b298-b8e7618b5d92,property
AnalyticalElementHasAssociation,ParameterTypeId.AnalyticalElementHasAssociation property,P:Autodesk.Revit.DB.ParameterTypeId.AnalyticalElementHasAssociation,"""Has Association"": Used for Analytical Member, Analytical Panel, Structural Columns, Structural Framing, Floors, Walls, Structural Foundation",Autodesk.Revit.DB,65498d69-09ac-8466-fae3-e0bd5061c745,property
SetMemberForces,AnalyticalMember.SetMemberForces method,Overload:Autodesk.Revit.DB.Structure.AnalyticalMember.SetMemberForces,,Autodesk.Revit.DB.Structure,655c6acb-8742-2c1f-de00-460d086d1c13,method
IsModifiable,Element.IsModifiable property,P:Autodesk.Revit.DB.Element.IsModifiable,Identifies if the element is modifiable.,Autodesk.Revit.DB,65f9f835-daaa-3efa-2976-3f932aa18366,property
SelectionChangedEventArgs,"SelectionChangedEventArgs class, methods",Methods.T:Autodesk.Revit.UI.Events.SelectionChangedEventArgs,,Autodesk.Revit.UI.Events,660e9a96-32b7-58d4-9b92-4b845eaea065,methods
IsAXMImportLinkAvailable,OptionalFunctionalityUtils.IsAXMImportLinkAvailable method,M:Autodesk.Revit.DB.OptionalFunctionalityUtils.IsAXMImportLinkAvailable,Checks whether the AXM Import/Link functionality is available in the installed Revit.,Autodesk.Revit.DB,66c70b07-0932-8a9d-5139-0c7e00eacc3e,method
ExportResolution,Coarse enumeration member,T:Autodesk.Revit.DB.ExportResolution,An enumerated type listing possible options to control the tessellation quality.,Autodesk.Revit.DB,671e963b-c211-17e7-2c26-5d772d34798a,member
ViewSolarstudySunIntensityText,ParameterTypeId.ViewSolarstudySunIntensityText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudySunIntensityText,"""Sun intensity text""",Autodesk.Revit.DB,6723ae11-777f-cbd8-1201-d83e92daa338,property
AnalyticalMember,Autodesk.Revit.DB.Structure.AnalyticalMember class,AllMembers.T:Autodesk.Revit.DB.Structure.AnalyticalMember,,Autodesk.Revit.DB.Structure,67d7cab9-7549-2a32-7f40-28172e56885f,class
AXMImportOptions,"AXMImportOptions class, methods",Methods.T:Autodesk.Revit.DB.AXMImportOptions,,Autodesk.Revit.DB,6815f9ce-c652-00a9-a962-c7371f37d06e,methods
AnalyticalStructuralRole,StructuralRolePanel enumeration member,T:Autodesk.Revit.DB.Structure.AnalyticalStructuralRole,Indicates the structural role for the analytical elements.,Autodesk.Revit.DB.Structure,687bab2b-0ad0-9dd9-f733-8e1a9e5fd44f,member
CreateContainsRule,,"M:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateContainsRule(Autodesk.Revit.DB.ElementId,System.String)",Creates a filter rule that determines whether strings from the document contain a certain string value.,Autodesk.Revit.DB,68f7fb12-b59e-e418-2002-8c52d7143b4f,
CurveTopLevel,ParameterTypeId.CurveTopLevel property,P:Autodesk.Revit.DB.ParameterTypeId.CurveTopLevel,"""Top Level""",Autodesk.Revit.DB,6905d47b-6107-d38f-ecf5-da89438ed5c4,property
SheetOrganizationId,IViewSheetSet.SheetOrganizationId property,P:Autodesk.Revit.DB.IViewSheetSet.SheetOrganizationId,to the for sheets.,Autodesk.Revit.DB,69873730-6de8-19d4-eef7-ae05d8990856,property
NodeType,ElectricalAnalyticalNode.NodeType property,P:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.NodeType,The type of electrical analytical node.,Autodesk.Revit.DB.Electrical,69a337fb-627e-d669-de4e-91dcad69c541,property
SetTessellationSettings,OBJExportOptions.SetTessellationSettings method,M:Autodesk.Revit.DB.OBJExportOptions.SetTessellationSettings(Autodesk.Revit.DB.ExportResolution),Sets all the tessellation parameters to its predefined values for the given resolution type.,Autodesk.Revit.DB,69d6f0a1-0dc0-a607-4b87-503b4a3ed833,method
SegmentIndex,ScheduleSheetInstance.SegmentIndex property,P:Autodesk.Revit.DB.ScheduleSheetInstance.SegmentIndex,The schedule segment index of this ScheduleSheetInstance.,Autodesk.Revit.DB,69ecefc6-2bc3-d1b1-0777-b6ada9c4f789,property
CanDeleteWorkset,WorksetTable.CanDeleteWorkset method,"M:Autodesk.Revit.DB.WorksetTable.CanDeleteWorkset(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.WorksetId,Autodesk.Revit.DB.DeleteWorksetSettings)",Indicates if a workset can be deleted.,Autodesk.Revit.DB,6a120bcb-6b51-f8c4-2f59-e21b15c31b6a,method
WallSweepInconsistent,BuiltInFailures.SweepFailures.WallSweepInconsistent property,P:Autodesk.Revit.DB.BuiltInFailures.SweepFailures.WallSweepInconsistent,The model contains corrupt elements. Delete the corrupt elements to proceed or cancel the action without deleting the elements.,Autodesk.Revit.DB,6aebe9d4-f7ca-c1b9-83da-c3d721fbf00e,property
IsValidForNormalTolerance,OBJExportOptions.IsValidForNormalTolerance method,M:Autodesk.Revit.DB.OBJExportOptions.IsValidForNormalTolerance(System.Double),Checks whether the value is allowed (is in the allowed range) for NormalTolerance tessellation parameter.,Autodesk.Revit.DB,6b4aa9ab-b973-1e3b-20ef-44fc641476d0,method
DeleteWorksetSettings,DeleteWorksetSettings.DeleteWorksetSettings constructor,Overload:Autodesk.Revit.DB.DeleteWorksetSettings.#ctor,,Autodesk.Revit.DB,6b4b08b1-e82e-5352-1111-75a2cbbead24,constructor
MepSpotTopElevation,ParameterTypeId.MepSpotTopElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepSpotTopElevation,"""Spot Top Elevation"": used for both design and fabrication components",Autodesk.Revit.DB,6b8ccdee-16a3-3647-2f15-2b2fe569e669,property
Current,AreaBasedLoadData.Current property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.Current,The current of the area based load .,Autodesk.Revit.DB.Electrical,6c5c66b9-1c18-a57f-4b71-9ed651834cba,property
